order_key,Order ID,Order Date,Order Priority
12755,ID-2012-CM12715118-41007,2012-04-08,High
12756,CA-2013-EM13825140-41425,2013-05-31,High
12757,ID-2013-KN163907-41501,2013-08-15,Medium
12758,MX-2015-RC1982536-42251,2015-09-04,High
12759,ID-2012-DR12940118-40948,2012-02-09,Medium
12760,ID-2014-DR1294092-41792,2014-06-02,Medium
12761,ID-2014-LB1673559-41797,2014-06-07,Medium
12762,CA-2015-EM13825140-42314,2015-11-06,Medium
12763,ES-2015-AG1076564-42166,2015-06-11,Medium
12764,TU-2012-CC2145134-41215,2012-11-02,Medium
12765,ES-2012-DB1340564-41240,2012-11-27,High
12766,CA-2015-EM13825140-42206,2015-07-21,Medium
12767,IN-2012-MT1807058-41095,2012-07-05,Critical
12768,IN-2015-TW2102527-42328,2015-11-20,Low
12769,UP-2015-CC2220137-42235,2015-08-19,Medium
12770,IN-2014-CA1277592-41740,2014-04-11,Medium
12771,ID-2015-KC1625558-42308,2015-10-31,High
12772,IN-2013-MM1726058-41297,2013-01-23,Medium
12773,ID-2014-TB21280130-41884,2014-09-02,Medium
12774,UP-2012-TS11340137-41173,2012-09-21,High
12775,MX-2013-PB1880539-41411,2013-05-17,Low
12776,ES-2014-KC16540120-41899,2014-09-17,High
12777,IT-2013-RB19330139-41527,2013-09-10,Medium
12778,UP-2013-TS11655137-41578,2013-10-31,Critical
12779,MX-2015-CP1208593-42193,2015-07-08,Medium
12780,IT-2013-AG1039091-41339,2013-03-06,Critical
12781,ES-2015-MV1748564-42220,2015-08-04,Medium
12782,ES-2012-NF18475139-41243,2012-11-30,Medium
12783,NG-2013-NB858094-41469,2013-07-14,High
12784,IR-2012-RA928560-40995,2012-03-27,High
12785,IN-2013-GM1444027-41592,2013-11-14,High
12786,IN-2015-MH1778559-42369,2015-12-31,Medium
12787,CA-2013-EM13825140-41299,2013-01-25,Medium
12788,ID-2014-AB1060059-41803,2014-06-13,Critical
12789,US-2015-EM13825140-42127,2015-05-03,Medium
12790,CA-2014-EM13825140-41888,2014-09-06,High
12791,MX-2014-LB1673582-41829,2014-07-09,Medium
12792,SA-2015-JO5550110-42258,2015-09-11,Medium
12793,ID-2012-JM15580102-41024,2012-04-25,High
12794,ES-2012-PW19030120-41103,2012-07-13,Medium
12795,ES-2015-SV20815139-42328,2015-11-20,High
12796,ES-2012-EC1405014-41271,2012-12-28,Low
12797,ES-2013-JK153708-41585,2013-11-07,High
12798,ES-2014-MV1819048-41886,2014-09-04,High
12799,IN-2015-NH1861058-42084,2015-03-21,High
12800,MX-2012-SS2014031-41208,2012-10-26,High
12801,MX-2015-WB2185082-42265,2015-09-18,Medium
12802,ES-2014-LC1705045-41669,2014-01-30,Medium
12803,CA-2012-EM13825140-41244,2012-12-01,Medium
12804,ES-2013-MG17695120-41566,2013-10-19,High
12805,MX-2015-RR1952531-42320,2015-11-12,High
12806,ES-2013-SB2018545-41620,2013-12-12,High
12807,IZ-2014-AG49561-41815,2014-06-25,High
12808,MX-2012-BO1135039-41255,2012-12-12,High
12809,CA-2014-EM13825140-41879,2014-08-28,Medium
12810,IN-2012-GG1465027-41123,2012-08-02,Medium
12811,ES-2013-KB16405139-41298,2013-01-24,Medium
12812,MX-2012-LW1721551-41174,2012-09-22,High
12813,ID-2013-JE157157-41402,2013-05-08,High
12814,IN-2013-KE164207-41623,2013-12-15,High
12815,SA-2014-NF8385110-41739,2014-04-10,High
12816,ID-2015-SG206057-42151,2015-05-27,Low
12817,IN-2014-ML177557-41739,2014-04-10,Medium
12818,CA-2013-EM382523-41432,2013-06-07,Medium
12819,ES-2014-PM1913545-41909,2014-09-27,Medium
12820,IN-2015-TN2104092-42299,2015-10-22,High
12821,IN-2013-WB2185058-41562,2013-10-15,Medium
12822,IN-2012-AG1049558-41054,2012-05-25,Medium
12823,IN-2015-GT1475527-42283,2015-10-06,High
12824,CA-2013-EB13840140-41359,2013-03-26,Medium
12825,RS-2012-RH9510108-41226,2012-11-13,Critical
12826,CA-2012-EB384023-41110,2012-07-20,Medium
12827,MG-2014-VB1174584-41987,2014-12-14,Medium
12828,MX-2014-BP1129016-41975,2014-12-02,Medium
12829,MX-2015-JB1600031-42368,2015-12-30,Medium
12830,MX-2014-SW2075516-41886,2014-09-04,Medium
12831,EG-2014-CK232538-41669,2014-01-30,High
12832,CA-2015-EB13840140-42279,2015-10-02,Medium
12833,NI-2015-SN1071095-42117,2015-04-23,High
12834,CA-2014-EB13840140-41978,2014-12-05,Medium
12835,ES-2015-DK1283545-42078,2015-03-15,Medium
12836,ID-2013-KL1664592-41324,2013-02-19,Medium
12837,US-2012-EB13840140-41255,2012-12-12,High
12838,IN-2013-MJ177407-41549,2013-10-02,High
12839,ID-2014-RS197657-41644,2014-01-05,Medium
12840,MX-2013-KW1657028-41562,2013-10-15,Medium
12841,US-2015-TS2137055-42173,2015-06-18,Medium
12842,CG-2015-AF88533-42166,2015-06-11,Medium
12843,IN-2012-NP1870058-41220,2012-11-07,Medium
12844,ES-2013-IG1508514-41444,2013-06-19,High
12845,SF-2014-NB8580117-41941,2014-10-29,Medium
12846,IN-2013-GW1460527-41355,2013-03-22,Critical
12847,ES-2015-JK1562545-42051,2015-02-16,Medium
12848,ES-2015-BS1180045-42235,2015-08-19,Medium
12849,IN-2015-DW131957-42181,2015-06-26,Medium
12850,IN-2013-JE156107-41570,2013-10-23,Medium
12851,CA-2012-EB13840140-41058,2012-05-29,Medium
12852,ES-2012-SP2065045-41039,2012-05-10,High
12853,MX-2015-KM1622526-42140,2015-05-16,High
12854,MX-2013-KB1640518-41530,2013-09-13,High
12855,ID-2013-TP21415118-41467,2013-07-12,Medium
12856,ID-2013-VG2180559-41317,2013-02-12,High
12857,IN-2015-VM218357-42166,2015-06-11,Medium
12858,MX-2013-CY1274531-41564,2013-10-17,Medium
12859,CA-2014-ER13855140-41948,2014-11-05,Critical
12860,HR-2013-ME772530-41492,2013-08-06,Critical
12861,ES-2015-NG1843048-42272,2015-09-25,Medium
12862,IN-2015-CJ118757-42116,2015-04-22,High
12863,CA-2014-ER13855140-41889,2014-09-07,High
12864,ES-2015-GD1459048-42026,2015-01-22,Medium
12865,ID-2015-JC1538592-42039,2015-02-04,Medium
12866,IS-2014-KB640563-41982,2014-12-09,High
12867,ES-2012-MM1828045-41002,2012-04-03,Medium
12868,US-2015-AA106455-42314,2015-11-06,Medium
12869,MZ-2014-DS303087-41814,2014-06-24,Critical
12870,ES-2014-ML1741045-41958,2014-11-15,High
12871,CA-2013-ER13855140-41629,2013-12-21,High
12872,IT-2014-RC1982545-41803,2014-06-13,High
12873,ID-2012-TS2137092-41074,2012-06-14,Medium
12874,MX-2014-JE1616518-41941,2014-10-29,Medium
12875,CA-2014-EB13870140-41916,2014-10-04,Medium
12876,CA-2013-EB13870140-41542,2013-09-25,Medium
12877,ID-2014-TC2114597-41979,2014-12-06,Medium
12878,US-2015-SW2027555-42333,2015-11-25,High
12879,ES-2014-AH10585139-41920,2014-10-08,Low
12880,IN-2015-BM1157559-42179,2015-06-24,Critical
12881,ES-2015-KH16360139-42195,2015-07-10,High
12882,IZ-2014-SP1092061-41926,2014-10-14,Medium
12883,US-2013-WB2185082-41528,2013-09-11,Medium
12884,MO-2015-DF313586-42326,2015-11-18,Medium
12885,CA-2015-EB13870140-42035,2015-01-31,Medium
12886,IN-2014-NW1840027-41872,2014-08-21,High
12887,US-2012-HR1483055-41170,2012-09-18,Medium
12888,NI-2013-JO555095-41521,2013-09-04,High
12889,ES-2015-JM1565564-42154,2015-05-30,Medium
12890,US-2012-EB13870140-41220,2012-11-07,Medium
12891,ES-2014-DK1315045-41797,2014-06-07,High
12892,US-2013-EB13870140-41417,2013-05-23,Low
12893,ES-2013-MC1727545-41565,2013-10-18,High
12894,IN-2015-TT2107092-42355,2015-12-17,High
12895,MX-2015-CR1273051-42262,2015-09-15,Critical
12896,ES-2014-Dl13600139-41894,2014-09-12,Medium
12897,CA-2012-EB13870140-41033,2012-05-04,High
12898,LT-2012-MH744072-41041,2012-05-12,High
12899,HR-2015-PB910530-42229,2015-08-13,Medium
12900,US-2014-PO1885082-41863,2014-08-12,Medium
12901,CA-2014-EB13870140-41983,2014-12-10,Medium
12902,LO-2012-DM3525114-41266,2012-12-23,Critical
12903,ES-2013-GR1456064-41357,2013-03-24,Medium
12904,CA-2015-EB13870140-42074,2015-03-11,Medium
12905,CA-2013-EB13870140-41464,2013-07-09,High
12906,IV-2013-TC1114529-41538,2013-09-21,Medium
12907,ES-2012-AS1004548-41261,2012-12-18,Medium
12908,CA-2015-EB13870140-42269,2015-09-22,Medium
12909,CA-2013-ED13885140-41580,2013-11-02,Medium
12910,NI-2014-MT781595-41772,2014-05-13,Medium
12911,CA-2014-ED13885140-41937,2014-10-25,Medium
12912,CA-2013-ED13885140-41628,2013-12-20,High
12913,ID-2013-AA1037558-41514,2013-08-28,Medium
12914,IN-2014-EH1394559-41963,2014-11-20,Medium
12915,ES-2014-JK1520545-41905,2014-09-23,Medium
12916,TU-2013-NF8475134-41551,2013-10-04,Low
12917,ES-2015-RB1979548-42177,2015-06-22,Medium
12918,ES-2013-SC2030548-41507,2013-08-21,High
12919,ES-2015-ER138558-42097,2015-04-03,High
12920,CM-2015-LH715522-42120,2015-04-26,High
12921,ES-2012-MH1729048-41032,2012-05-03,Medium
12922,MX-2015-CB1202531-42360,2015-12-22,Critical
12923,TU-2012-BM1650134-41178,2012-09-26,Medium
12924,ID-2013-GZ14470102-41499,2013-08-13,Medium
12925,IN-2012-MC1757527-41157,2012-09-05,Medium
12926,MX-2013-DW1348018-41571,2013-10-24,Medium
12927,IN-2014-DW13480113-41681,2014-02-11,High
12928,CA-2015-ED13885140-42055,2015-02-20,High
12929,CA-2015-ED13885140-42234,2015-08-18,Medium
12930,TU-2013-TH11235134-41520,2013-09-03,Medium
12931,CA-2014-ED388523-41746,2014-04-17,Critical
12932,CA-2014-ED13885140-41996,2014-12-23,Medium
12933,PL-2013-JG5115103-41513,2013-08-27,Medium
12934,CG-2012-KN670533-41079,2012-06-19,High
12935,MX-2014-NF1847582-41891,2014-09-09,Medium
12936,IN-2012-AA1064558-40934,2012-01-26,Low
12937,ID-2014-BM117857-41669,2014-01-30,Medium
12938,MX-2012-AT1043531-41193,2012-10-11,Critical
12939,ES-2012-AB1016545-40957,2012-02-18,Medium
12940,RS-2015-AR825108-42295,2015-10-18,Medium
12941,CA-2012-ED13885140-41235,2012-11-22,Low
12942,NI-2014-EG390095-41999,2014-12-26,Medium
12943,IZ-2013-FC433561-41316,2013-02-11,Medium
12944,ES-2014-FH1435048-41902,2014-09-20,Critical
12945,IT-2013-HA1492064-41611,2013-12-03,Critical
12946,IN-2015-HG1496527-42293,2015-10-16,Medium
12947,MX-2014-EB14170143-41901,2014-09-19,Medium
12948,ES-2014-AG1039045-41685,2014-02-15,High
12949,CA-2012-ED13885140-41129,2012-08-08,Medium
12950,RO-2015-LW6825107-42005,2015-01-01,High
12951,UP-2013-ON8715137-41287,2013-01-13,Medium
12952,ES-2012-PS18970139-41139,2012-08-18,Low
12953,IN-2012-RE1945058-41076,2012-06-16,Low
12954,GG-2012-BS159047-41184,2012-10-02,Medium
12955,IN-2014-DW131957-41982,2014-12-09,High
12956,SA-2015-FW4395110-42335,2015-11-27,Medium
12957,IN-2014-KC16255118-41853,2014-08-02,Medium
12958,IZ-2015-AA64561-42318,2015-11-10,High
12959,ID-2013-AG106757-41438,2013-06-13,Critical
12960,ES-2013-SO2033514-41459,2013-07-04,High
12961,MX-2015-JE1574518-42302,2015-10-25,Medium
12962,MX-2015-TB2119082-42221,2015-08-05,Medium
12963,US-2014-DS1303018-41923,2014-10-11,Medium
12964,CG-2012-AF87033-41182,2012-09-30,High
12965,TU-2013-CM2655134-41374,2013-04-10,High
12966,ID-2015-KB1624078-42064,2015-03-01,Medium
12967,ID-2013-LC169607-41500,2013-08-14,Medium
12968,MD-2015-MC742583-42260,2015-09-13,Medium
12969,US-2014-EG13900140-41977,2014-12-04,Medium
12970,ID-2015-CS124907-42173,2015-06-18,Medium
12971,MX-2014-AS1024018-41908,2014-09-26,Medium
12972,IT-2014-BS1166562-41864,2014-08-13,Medium
12973,IN-2014-ES1402027-41746,2014-04-17,High
12974,IN-2014-MD1735056-41795,2014-06-05,Medium
12975,IN-2012-SW2027527-41076,2012-06-16,High
12976,MX-2012-TB2140031-41232,2012-11-19,High
12977,TU-2015-AY555134-42110,2015-04-16,Critical
12978,US-2015-EH1376555-42351,2015-12-13,Medium
12979,CA-2013-EG13900140-41580,2013-11-02,Medium
12980,MX-2013-MH1729082-41441,2013-06-16,High
12981,IN-2013-MY1738058-41545,2013-09-28,Medium
12982,IN-2015-MC1813027-42023,2015-01-19,Medium
12983,ES-2014-TC20980139-41689,2014-02-19,Medium
12984,IN-2015-TC209807-42251,2015-09-04,Medium
12985,MX-2012-KD1634518-40977,2012-03-09,Medium
12986,ES-2014-CW1190564-41977,2014-12-04,High
12987,US-2015-EG13900140-42347,2015-12-09,Low
12988,CG-2014-KH636033-41867,2014-08-16,Critical
12989,IN-2015-LB1679558-42064,2015-03-01,Medium
12990,IZ-2015-MM792061-42341,2015-12-03,Medium
12991,ES-2015-PT190908-42061,2015-02-26,High
12992,ID-2013-SJ20215118-41445,2013-06-20,Medium
12993,IN-2013-TP214157-41303,2013-01-29,Medium
12994,US-2013-EB137055-41486,2013-07-31,Low
12995,ES-2015-AB10105120-42119,2015-04-25,High
12996,IN-2014-KT1646527-41811,2014-06-21,Medium
12997,ES-2015-KT16465139-42308,2015-10-31,High
12998,IT-2013-CA1205591-41545,2013-09-28,High
12999,CA-2015-EG13900140-42326,2015-11-18,Medium
13000,IN-2013-SC2030592-41541,2013-09-24,Critical
13001,US-2014-AC10450143-41955,2014-11-12,High
13002,CA-2015-EG13900140-42095,2015-04-01,Medium
13003,US-2013-CB1202582-41571,2013-10-24,Medium
13004,MX-2014-GM1450082-41891,2014-09-09,Medium
13005,IR-2013-BF127560-41519,2013-09-02,Medium
13006,ES-2015-BP1129045-42348,2015-12-10,Medium
13007,ID-2013-IM150707-41500,2013-08-14,Low
13008,EG-2015-KH651038-42354,2015-12-16,Medium
13009,ES-2015-MF182508-42033,2015-01-29,Medium
13010,RS-2014-MM8280108-41916,2014-10-04,Low
13011,US-2014-EP13915140-41949,2014-11-06,Medium
13012,EG-2014-VW1177538-41962,2014-11-19,Medium
13013,MX-2014-JK1573018-41678,2014-02-08,High
13014,MX-2013-MC1810018-41429,2013-06-04,Medium
13015,ES-2013-DK1322545-41508,2013-08-22,Medium
13016,ES-2013-SJ2050045-41279,2013-01-05,Low
13017,CA-2013-EP13915140-41347,2013-03-14,Medium
13018,IN-2013-MS1777092-41440,2013-06-15,Critical
13019,IN-2014-TS2120592-41664,2014-01-25,Medium
13020,MX-2012-SC2084528-41066,2012-06-06,High
13021,MX-2014-IL1510082-41950,2014-11-07,Medium
13022,CA-2012-EP13915140-41095,2012-07-05,Medium
13023,MX-2012-BO1135082-41194,2012-10-12,Medium
13024,MX-2013-PW1903051-41317,2013-02-12,Medium
13025,CA-2015-EP13915140-42320,2015-11-12,Low
13026,US-2014-EP13915140-41931,2014-10-19,Medium
13027,ES-2013-MH1778591-41529,2013-09-12,Medium
13028,CA-2013-EP13915140-41446,2013-06-21,Low
13029,BO-2013-MM828013-41437,2013-06-12,High
13030,CA-2015-EP13915140-42316,2015-11-08,Medium
13031,RS-2014-CC2100108-41852,2014-08-01,Low
13032,CA-2015-EP13915140-42352,2015-12-14,Medium
13033,IN-2014-JC1534027-41998,2014-12-25,Medium
13034,UP-2013-JF5415137-41499,2013-08-13,High
13035,IN-2012-LD1685559-41112,2012-07-22,Medium
13036,ID-2015-RB19645102-42219,2015-08-03,Medium
13037,ES-2014-RM19675139-41949,2014-11-06,Medium
13038,RS-2012-SB10185108-41270,2012-12-27,Medium
13039,MX-2013-PP1895539-41378,2013-04-14,Critical
13040,US-2014-EP13915140-41969,2014-11-26,Medium
13041,ES-2015-RB19435139-42239,2015-08-23,Critical
13042,ES-2013-TS2137048-41444,2013-06-19,Medium
13043,MX-2014-KB1658582-41829,2014-07-09,Medium
13044,IN-2012-CB1241566-41243,2012-11-30,Medium
13045,US-2015-EP13915140-42251,2015-09-04,High
13046,MX-2015-MG1787582-42314,2015-11-06,Medium
13047,US-2014-LC17050101-41885,2014-09-03,High
13048,AG-2014-AH100753-41760,2014-05-01,High
13049,HR-2013-BP129030-41618,2013-12-10,Medium
13050,CA-2015-EP13915140-42337,2015-11-29,High
13051,TU-2013-EM4095134-41311,2013-02-06,Medium
13052,IN-2013-FW1439527-41510,2013-08-24,Medium
13053,ES-2013-JF1519064-41611,2013-12-03,Medium
13054,IN-2012-VG2179058-40997,2012-03-29,Medium
13055,US-2013-KD1661518-41400,2013-05-06,Medium
13056,US-2015-KE1642082-42253,2015-09-06,Critical
13057,IN-2015-BN114707-42083,2015-03-20,High
13058,CA-2015-EP13915140-42067,2015-03-04,Medium
13059,IT-2013-MV1748591-41436,2013-06-11,Medium
13060,ID-2014-MS1777059-41705,2014-03-07,Medium
13061,ID-2015-TZ214457-42159,2015-06-04,Medium
13062,US-2015-FW1439518-42306,2015-10-29,Medium
13063,ID-2014-AW1084092-41832,2014-07-12,Medium
13064,ES-2014-JP1546045-41916,2014-10-04,Medium
13065,IN-2015-MZ1751558-42251,2015-09-04,Medium
13066,MO-2013-PF912086-41292,2013-01-18,Medium
13067,ID-2014-SP2065059-41890,2014-09-08,Critical
13068,MX-2015-TB2119039-42271,2015-09-24,Medium
13069,US-2015-GZ1447055-42307,2015-10-30,Medium
13070,ES-2014-AH10465139-41889,2014-09-07,Medium
13071,TU-2012-DW3195134-41200,2012-10-18,High
13072,CA-2014-EP13915140-41924,2014-10-12,High
13073,MO-2013-JH618086-41290,2013-01-16,Medium
13074,CA-2014-EP13915140-41941,2014-10-29,Medium
13075,IZ-2013-IG508561-41310,2013-02-05,Medium
13076,TO-2014-LH7020131-41999,2014-12-26,Medium
13077,MX-2013-KM1666082-41632,2013-12-24,High
13078,UP-2014-BF1275137-41870,2014-08-19,Medium
13079,CA-2015-EP13915140-42357,2015-12-19,Medium
13080,ES-2015-MZ1733548-42136,2015-05-12,Medium
13081,IR-2013-RD948060-41542,2013-09-25,Medium
13082,TU-2014-SC10020134-41901,2014-09-19,Medium
13083,MX-2012-PK1907582-41084,2012-06-24,High
13084,NI-2015-TA1138595-42326,2015-11-18,High
13085,MX-2015-CR1258082-42171,2015-06-16,High
13086,US-2015-JR1621055-42264,2015-09-17,Medium
13087,MX-2012-CD1228018-41086,2012-06-26,Medium
13088,MX-2015-TB2117582-42258,2015-09-11,High
13089,ID-2014-BO113507-41968,2014-11-25,Medium
13090,IN-2012-BT11395102-41170,2012-09-18,High
13091,ES-2015-JL15235139-42242,2015-08-26,Low
13092,KE-2015-JC538569-42318,2015-11-10,Medium
13093,ES-2012-RC19960139-41159,2012-09-07,Medium
13094,MX-2014-CC1222036-41702,2014-03-04,Medium
13095,MX-2012-TT2146031-41087,2012-06-27,Medium
13096,IN-2013-DK130907-41455,2013-06-30,High
13097,MO-2014-PG889586-41664,2014-01-25,Medium
13098,ES-2014-RA1994545-41853,2014-08-02,Medium
13099,ES-2012-SW2027548-41018,2012-04-19,Medium
13100,US-2013-LB1673518-41489,2013-08-03,High
13101,MX-2013-BP1109582-41576,2013-10-29,Medium
13102,MX-2015-EN1378051-42144,2015-05-20,High
13103,US-2015-EP13915140-42005,2015-01-01,Medium
13104,US-2015-EP13915140-42321,2015-11-13,High
13105,IN-2015-TH2110058-42196,2015-07-11,Critical
13106,MX-2013-TS2120518-41480,2013-07-25,Medium
13107,IN-2012-AS10240144-40985,2012-03-17,High
13108,NI-2015-EC405095-42207,2015-07-22,Critical
13109,ID-2015-MS17770118-42171,2015-06-16,High
13110,SG-2015-BE1410111-42348,2015-12-10,Medium
13111,ID-2012-OT18730144-41226,2012-11-13,High
13112,MX-2012-KH1636018-41131,2012-08-10,Medium
13113,ES-2013-DM1301564-41492,2013-08-06,Medium
13114,ES-2014-FW1439545-41668,2014-01-29,Medium
13115,IN-2012-JM1526559-41079,2012-06-19,Medium
13116,IN-2013-JB1540027-41399,2013-05-05,High
13117,IN-2015-JW1595558-42287,2015-10-10,Low
13118,MX-2015-RW1963082-42187,2015-07-02,High
13119,ES-2013-BD1150064-41545,2013-09-28,Medium
13120,ID-2014-DW13585144-41808,2014-06-18,Medium
13121,ES-2015-FH1435048-42152,2015-05-28,High
13122,BY-2013-KA652520-41592,2013-11-14,Medium
13123,IN-2013-LW1699027-41565,2013-10-18,Medium
13124,ES-2014-NC1862548-41923,2014-10-11,Medium
13125,IT-2013-AA1037564-41356,2013-03-23,Medium
13126,ES-2014-AC1042045-41769,2014-05-10,Medium
13127,CG-2012-AZ75033-41254,2012-12-11,Medium
13128,IT-2015-HG1484591-42242,2015-08-26,Medium
13129,MX-2013-LB1673531-41569,2013-10-22,High
13130,IN-2015-CM1223527-42290,2015-10-13,Medium
13131,IT-2014-JB1540048-41891,2014-09-09,Low
13132,PL-2012-PH8790103-41167,2012-09-15,Medium
13133,US-2015-EB13930140-42208,2015-07-23,Medium
13134,CA-2014-EB13930140-41697,2014-02-27,High
13135,BU-2014-LF718519-41948,2014-11-05,High
13136,US-2014-EB13930140-41935,2014-10-23,High
13137,CA-2012-EB13930140-40942,2012-02-03,Medium
13138,ES-2015-RF1973545-42157,2015-06-02,Medium
13139,MX-2015-DC1285051-42041,2015-02-06,High
13140,MX-2012-BD1172536-41268,2012-12-25,High
13141,ES-2013-EB1384048-41313,2013-02-08,Medium
13142,US-2014-BB1099098-41674,2014-02-04,Medium
13143,US-2013-AB10105101-41446,2013-06-21,Low
13144,TU-2014-AW840134-41767,2014-05-08,Medium
13145,EZ-2014-GH441032-41893,2014-09-11,High
13146,SO-2014-GM4455116-41984,2014-12-11,Medium
13147,ES-2015-GA1451545-42290,2015-10-13,Medium
13148,ES-2015-NH1861048-42299,2015-10-22,Medium
13149,IN-2015-CJ118757-42258,2015-09-11,Medium
13150,IN-2014-CL1270027-41920,2014-10-08,Medium
13151,IN-2013-RS1987027-41418,2013-05-24,Critical
13152,ID-2015-SP2054559-42195,2015-07-10,High
13153,MX-2015-RR1952582-42122,2015-04-28,Medium
13154,MX-2015-RR1952536-42369,2015-12-31,Medium
13155,CA-2014-EB13930140-41778,2014-05-19,Medium
13156,ES-2014-HM1486045-41872,2014-08-21,High
13157,ID-2015-AS1013592-42253,2015-09-06,High
13158,ES-2013-ES14080139-41388,2013-04-24,High
13159,ES-2013-FO1430545-41583,2013-11-05,High
13160,ES-2012-IL1510045-41220,2012-11-07,High
13161,ES-2015-VW21775120-42363,2015-12-25,Medium
13162,US-2014-EH13945140-41970,2014-11-27,High
13163,MX-2015-CK1220582-42365,2015-12-27,High
13164,ML-2013-GW460579-41403,2013-05-09,High
13165,MX-2012-IM1507082-41252,2012-12-09,Medium
13166,CA-2012-EH394523-41019,2012-04-20,Medium
13167,US-2014-EH13945140-41963,2014-11-20,Medium
13168,MX-2014-SG2047082-41797,2014-06-07,Medium
13169,IN-2013-CH1207021-41284,2013-01-10,High
13170,IT-2015-CK1220564-42243,2015-08-27,Medium
13171,IT-2014-CS12355139-41977,2014-12-04,Medium
13172,CA-2015-EH13945140-42147,2015-05-23,High
13173,TU-2012-RL9615134-41257,2012-12-14,Medium
13174,BU-2013-AH1003019-41476,2013-07-21,Medium
13175,IN-2013-CK122057-41636,2013-12-28,Critical
13176,CA-2012-EH13945140-41091,2012-07-01,Medium
13177,CA-2014-EH13945140-41655,2014-01-16,Medium
13178,IN-2015-JC1610558-42165,2015-06-10,Medium
13179,ES-2012-LW1721564-41181,2012-09-29,High
13180,MX-2012-RB1957018-41193,2012-10-11,Medium
13181,MX-2012-CM1216093-40939,2012-01-31,Critical
13182,IN-2013-RB19705144-41537,2013-09-20,High
13183,IN-2015-SC2002058-42279,2015-10-02,Medium
13184,ES-2012-SJ2050048-41164,2012-09-12,High
13185,ID-2012-TT214607-41194,2012-10-12,Medium
13186,MX-2013-LH1675082-41635,2013-12-27,Medium
13187,ES-2014-CS1184545-41690,2014-02-20,Medium
13188,AU-2015-EB39758-42334,2015-11-26,Medium
13189,CA-2015-EH13945140-42152,2015-05-28,Critical
13190,IR-2014-MK816060-41873,2014-08-22,Medium
13191,MX-2014-TC2147536-41773,2014-05-14,Medium
13192,TU-2015-DV3045134-42144,2015-05-20,High
13193,IT-2013-VT2170045-41346,2013-03-13,Medium
13194,AG-2015-YS118803-42365,2015-12-27,Medium
13195,CA-2013-EH13945140-41622,2013-12-14,Medium
13196,CA-2013-EH13945140-41465,2013-07-10,Critical
13197,PL-2013-JF5190103-41443,2013-06-18,Medium
13198,MX-2012-JK1564093-41178,2012-09-26,High
13199,MX-2013-AC1042018-41576,2013-10-29,Medium
13200,US-2013-JK1532598-41592,2013-11-14,Medium
13201,ES-2015-CC1237045-42119,2015-04-25,High
13202,ID-2013-ES1402059-41520,2013-09-03,High
13203,AG-2012-OT87303-41262,2012-12-19,Medium
13204,TU-2013-KB6315134-41593,2013-11-15,Medium
13205,IN-2015-SS2014027-42279,2015-10-02,Medium
13206,ID-2013-TC2114527-41594,2013-11-16,High
13207,IN-2015-BS1136566-42243,2015-08-27,Medium
13208,IN-2012-Co1264066-41181,2012-09-29,Medium
13209,NI-2012-GK462095-41115,2012-07-25,Medium
13210,CA-2013-EM13960140-41548,2013-10-01,Medium
13211,IN-2015-RS1976511-42098,2015-04-04,Medium
13212,CA-2013-EM396023-41424,2013-05-30,High
13213,CA-2013-EM13960140-41636,2013-12-28,Critical
13214,IN-2012-VG217907-41186,2012-10-04,Medium
13215,US-2013-AG1076582-41583,2013-11-05,Medium
13216,MX-2012-RB1946582-41122,2012-08-01,Medium
13217,CA-2015-EM13960140-42218,2015-08-02,Medium
13218,AJ-2015-LW68259-42300,2015-10-23,High
13219,TZ-2014-MT7815129-41843,2014-07-23,High
13220,CA-2013-EM13960140-41548,2013-10-01,High
13221,ID-2013-RH1955592-41291,2013-01-17,Medium
13222,ES-2012-SE20110120-41146,2012-08-25,Medium
13223,TO-2015-FM4290131-42008,2015-01-04,Medium
13224,MX-2013-SW2024582-41431,2013-06-06,Low
13225,MO-2014-BP115586-41950,2014-11-07,High
13226,IN-2014-CR1273058-41809,2014-06-19,Medium
13227,IN-2012-HA1492092-41052,2012-05-23,High
13228,GH-2014-HW493549-41686,2014-02-16,Medium
13229,IT-2013-JK16090124-41434,2013-06-09,Medium
13230,CA-2013-EM13960140-41620,2013-12-12,Medium
13231,IR-2014-ME772560-41961,2014-11-18,Medium
13232,IT-2015-SS2051545-42088,2015-03-25,Medium
13233,US-2015-LW1721536-42126,2015-05-02,High
13234,CG-2015-AT43533-42112,2015-04-18,Medium
13235,US-2014-EB13975140-41643,2014-01-04,High
13236,IN-2015-DS1303058-42234,2015-08-18,Medium
13237,US-2012-BS1180036-41189,2012-10-07,High
13238,MX-2013-JO1528028-41562,2013-10-15,Medium
13239,ES-2012-DD13570139-40911,2012-01-03,Medium
13240,MX-2013-JH1591082-41437,2013-06-12,High
13241,CA-2014-EB13975140-41677,2014-02-07,High
13242,EG-2013-BS136538-41542,2013-09-25,Medium
13243,IS-2013-MH744063-41593,2013-11-15,Medium
13244,IT-2015-MH18025104-42200,2015-07-15,High
13245,CA-2015-EB13975140-42369,2015-12-31,Medium
13246,SF-2013-PM8940117-41451,2013-06-26,High
13247,MX-2012-TH2111582-41212,2012-10-30,Medium
13248,IN-2014-EA14035113-41789,2014-05-30,Medium
13249,ES-2015-JC1534045-42335,2015-11-27,Medium
13250,US-2014-EB13975140-41923,2014-10-11,Medium
