product_key,Product ID,Product Name,Category,Sub-Category
1724,OFF-ST-4244,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,Storage
1725,OFF-ST-4295,"Fellowes Trays, Single Width",Office Supplies,Storage
1726,FUR-TA-3756,"Chromcraft Coffee Table, Fully Assembled",Furniture,Tables
1727,OFF-EN-3100,"Ames Mailers, Recycled",Office Supplies,Envelopes
1728,TEC-AC-4173,"Enermax Mouse, Programmable",Technology,Accessories
1729,FUR-TA-4615,Hon 2111 Invitation Series Straight Table,Furniture,Tables
1730,FUR-FU-5416,Nu-Dell Executive Frame,Furniture,Furnishings
1731,OFF-ST-6275,"Tenex Shelving, Wire Frame",Office Supplies,Storage
1732,OFF-ST-6284,"Tenex Trays, Wire Frame",Office Supplies,Storage
1733,OFF-BI-3245,Avery Arch Ring Binders,Office Supplies,Binders
1734,OFF-BI-2883,"Acco 3-Hole Punch, Economy",Office Supplies,Binders
1735,FUR-CH-5800,"SAFCO Steel Folding Chair, Adjustable",Furniture,Chairs
1736,OFF-BI-6408,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,Binders
1737,OFF-PA-3989,"Eaton Cards & Envelopes, Recycled",Office Supplies,Paper
1738,TEC-PH-3139,"Apple Office Telephone, Cordless",Technology,Phones
1739,OFF-AR-3832,Col-Erase Pencils with Erasers,Office Supplies,Art
1740,OFF-LA-3230,Avery 509,Office Supplies,Labels
1741,OFF-AP-4749,"Hoover Toaster, White",Office Supplies,Appliances
1742,OFF-BI-3288,Avery Hole Reinforcements,Office Supplies,Binders
1743,FUR-FU-3066,"Advantus Stacking Tray, Durable",Furniture,Furnishings
1744,TEC-PH-3509,BlackBerry Q10,Technology,Phones
1745,FUR-FU-3023,"Advantus Clock, Black",Furniture,Furnishings
1746,FUR-TA-3776,"Chromcraft Training Table, with Bottom Storage",Furniture,Tables
1747,FUR-CH-5230,"Metal Folding Chairs, Beige, 4/Carton",Furniture,Chairs
1748,FUR-CH-4408,Global Executive Mid-Back Manager's Chair,Furniture,Chairs
1749,OFF-FA-3054,"Advantus Push Pins, Aluminum Head",Office Supplies,Fasteners
1750,OFF-EN-5030,"Kraft Interoffice Envelope, Security-Tint",Office Supplies,Envelopes
1751,OFF-PA-4462,"Green Bar Cards & Envelopes, Multicolor",Office Supplies,Paper
1752,OFF-AR-5922,"Sanford Pencil Sharpener, Fluorescent",Office Supplies,Art
1753,FUR-FU-4037,"Eldon Clock, Erganomic",Furniture,Furnishings
1754,TEC-PH-5348,"Nokia Office Telephone, VoIP",Technology,Phones
1755,TEC-AC-5888,"SanDisk Numeric Keypad, Erganomic",Technology,Accessories
1756,TEC-AC-5863,"SanDisk Flash Drive, USB",Technology,Accessories
1757,TEC-CO-6005,"Sharp Personal Copier, Color",Technology,Copiers
1758,OFF-PA-6580,Xerox 217,Office Supplies,Paper
1759,OFF-AR-5332,Newell 351,Office Supplies,Art
1760,OFF-ST-5704,Rogers Profile Extra Capacity Storage Tub,Office Supplies,Storage
1761,FUR-TA-3633,"Bush Cubix Conference Tables, Fully Assembled",Furniture,Tables
1762,TEC-PH-5532,OtterBox Commuter Series Case - iPhone 5 & 5s,Technology,Phones
1763,TEC-AC-5141,Logitech Wireless Headset H600 Over-The-Head Design,Technology,Accessories
1764,OFF-ST-6015,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Office Supplies,Storage
1765,OFF-AR-3458,"BIC Markers, Fluorescent",Office Supplies,Art
1766,OFF-PA-6595,Xerox 230,Office Supplies,Paper
1767,FUR-BO-3899,"Dania Floating Shelf Set, Pine",Furniture,Bookcases
1768,FUR-FU-4018,"Eldon 200 Class Desk Accessories, Black",Furniture,Furnishings
1769,TEC-AC-5217,"Memorex Mouse, Erganomic",Technology,Accessories
1770,OFF-ST-5276,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Storage
1771,FUR-FU-3952,"Deflect-O Photo Frame, Durable",Furniture,Furnishings
1772,FUR-TA-5772,Safco Drafting Table,Furniture,Tables
1773,FUR-FU-4383,"GE 4 Foot Flourescent Tube, 40 Watt",Furniture,Furnishings
1774,TEC-PH-5825,"Samsung Headset, Full Size",Technology,Phones
1775,OFF-BI-3280,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Binders
1776,FUR-CH-4417,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Furniture,Chairs
1777,FUR-FU-5739,"Rubbermaid Stacking Tray, Black",Furniture,Furnishings
1778,OFF-ST-5663,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Office Supplies,Storage
1779,FUR-BO-5797,"Safco Stackable Bookrack, Mobile",Furniture,Bookcases
1780,OFF-AR-3524,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,Art
1781,OFF-BI-4348,GBC Instant Report Kit,Office Supplies,Binders
1782,TEC-PH-4888,iOttie HLCRIO102 Car Mount,Technology,Phones
1783,TEC-AC-5222,"Memorex Numeric Keypad, USB",Technology,Accessories
1784,OFF-BI-3727,"Cardinal Binding Machine, Recycled",Office Supplies,Binders
1785,FUR-CH-5750,"SAFCO Bag Chairs, Adjustable",Furniture,Chairs
1786,TEC-MA-5576,"Panasonic Receipt Printer, Red",Technology,Machines
1787,FUR-TA-4634,"Hon Coffee Table, Adjustable Height",Furniture,Tables
1788,OFF-SU-2964,Acme Box Cutter Scissors,Office Supplies,Supplies
1789,OFF-PA-6417,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Paper
1790,OFF-ST-5690,Rogers Deluxe File Chest,Office Supplies,Storage
1791,OFF-AP-4512,"Hamilton Beach Toaster, White",Office Supplies,Appliances
1792,TEC-PH-6013,Shocksock Galaxy S4 Armband,Technology,Phones
1793,OFF-AP-3503,Bionaire 99.97% HEPA Air Cleaner,Office Supplies,Appliances
1794,OFF-SU-4323,Fiskars Softgrip Scissors,Office Supplies,Supplies
1795,FUR-FU-4092,"Eldon Regeneration Recycled Desk Accessories, Smoke",Furniture,Furnishings
1796,FUR-FU-5418,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings
1797,OFF-SU-4996,"Kleencut Trimmer, Steel",Office Supplies,Supplies
1798,FUR-CH-4641,Hon Comfortask Task/Swivel Chairs,Furniture,Chairs
1799,FUR-CH-4412,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs
1800,FUR-TA-4675,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables
1801,FUR-CH-4411,Global Highback Leather Tilter in Burgundy,Furniture,Chairs
1802,OFF-PA-6604,"Xerox Color Copier Paper, 11"" x 17"", Ream",Office Supplies,Paper
1803,OFF-AP-4928,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances
1804,OFF-ST-6281,"Tenex Trays, Blue",Office Supplies,Storage
1805,FUR-FU-4234,"Executive Impressions 16-1/2"" Circular Wall Clock",Furniture,Furnishings
1806,FUR-CH-4518,"Harbour Creations Bag Chairs, Adjustable",Furniture,Chairs
1807,FUR-CH-5434,"Office Star Bag Chairs, Black",Furniture,Chairs
1808,OFF-BI-4927,JM Magazine Binder,Office Supplies,Binders
1809,OFF-PA-4004,"Eaton Note Cards, Premium",Office Supplies,Paper
1810,OFF-PA-6449,Xerox 1899,Office Supplies,Paper
1811,OFF-FA-4842,Ideal Clamps,Office Supplies,Fasteners
1812,TEC-MA-5544,"Panasonic Card Printer, White",Technology,Machines
1813,TEC-MA-5010,"Konica Phone, Durable",Technology,Machines
1814,FUR-FU-3928,"Deflect-O Clock, Black",Furniture,Furnishings
1815,OFF-PA-6575,Xerox 212,Office Supplies,Paper
1816,TEC-MA-4202,"Epson Phone, Red",Technology,Machines
1817,FUR-CH-4489,GuestStacker Chair with Chrome Finish Legs,Furniture,Chairs
1818,OFF-SU-2994,"Acme Shears, High Speed",Office Supplies,Supplies
1819,OFF-AP-4930,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,Office Supplies,Appliances
1820,TEC-AC-5104,Logitech G13 Programmable Gameboard with LCD Display,Technology,Accessories
1821,FUR-FU-6280,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,Furnishings
1822,FUR-FU-4763,"Howard Miller 16"" Diameter Gallery Wall Clock",Furniture,Furnishings
1823,FUR-FU-3917,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,Furnishings
1824,OFF-EN-3665,"Cameo Mailers, Recycled",Office Supplies,Envelopes
1825,OFF-AR-5315,Newell 336,Office Supplies,Art
1826,OFF-AP-3566,"Breville Coffee Grinder, Black",Office Supplies,Appliances
1827,FUR-CH-4623,HON 5400 Series Task Chairs for Big and Tall,Furniture,Chairs
1828,FUR-FU-5162,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,Furnishings
1829,OFF-SU-3004,"Acme Trimmer, Steel",Office Supplies,Supplies
1830,TEC-AC-4878,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories
1831,OFF-EN-5035,"Kraft Mailers, Set of 50",Office Supplies,Envelopes
1832,TEC-PH-5251,"Motorola Headset, Cordless",Technology,Phones
1833,OFF-AP-3859,"Cuisinart Blender, White",Office Supplies,Appliances
1834,OFF-PA-6503,Xerox 1948,Office Supplies,Paper
1835,OFF-BI-5637,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders
1836,OFF-PA-5674,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",Office Supplies,Paper
1837,OFF-BI-4335,GBC Binding covers,Office Supplies,Binders
1838,FUR-FU-4017,Eldon 200 Class Desk Accessories,Furniture,Furnishings
1839,OFF-LA-3234,Avery 512,Office Supplies,Labels
1840,OFF-ST-5594,Personal File Boxes with Fold-Down Carry Handle,Office Supplies,Storage
1841,TEC-PH-5621,Polycom CX600 IP Phone VoIP phone,Technology,Phones
1842,TEC-AC-5186,Maxell iVDR EX 500GB Cartridge,Technology,Accessories
1843,TEC-PH-3182,Avaya 5420 Digital phone,Technology,Phones
1844,OFF-ST-4265,Fellowes High-Stak Drawer Files,Office Supplies,Storage
1845,FUR-FU-3919,DAX Natural Wood-Tone Poster Frame,Furniture,Furnishings
1846,OFF-PA-6085,Southworth 25% Cotton Premium Laser Paper and Envelopes,Office Supplies,Paper
1847,OFF-BI-3258,"Avery Binding Machine, Recycled",Office Supplies,Binders
1848,FUR-FU-3920,DAX Solid Wood Frames,Furniture,Furnishings
1849,OFF-AR-3476,"Binney & Smith Canvas, Easy-Erase",Office Supplies,Art
1850,OFF-EN-5651,Quality Park Security Envelopes,Office Supplies,Envelopes
1851,OFF-BI-6369,"Wilson Jones 3-Hole Punch, Clear",Office Supplies,Binders
1852,FUR-FU-4026,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings
1853,TEC-MA-4783,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",Technology,Machines
1854,OFF-ST-4097,"Eldon Shelving, Wire Frame",Office Supplies,Storage
1855,TEC-MA-5569,"Panasonic Phone, White",Technology,Machines
1856,TEC-MA-5540,"Panasonic Calculator, White",Technology,Machines
1857,OFF-LA-3215,Avery 495,Office Supplies,Labels
1858,FUR-CH-4423,"Global Stack Chair without Arms, Black",Furniture,Chairs
1859,OFF-BI-6409,Wilson Jones Legal Size Ring Binders,Office Supplies,Binders
1860,FUR-FU-3743,"Career Cubicle Clock, 8 1/4"", Black",Furniture,Furnishings
1861,OFF-SU-4992,"Kleencut Shears, Steel",Office Supplies,Supplies
1862,OFF-ST-6068,"Smead Trays, Wire Frame",Office Supplies,Storage
1863,TEC-MA-2865,"3D Systems Cube Printer, 2nd Generation, Magenta",Technology,Machines
1864,TEC-AC-5861,"SanDisk Flash Drive, Erganomic",Technology,Accessories
1865,OFF-AP-3567,"Breville Coffee Grinder, Red",Office Supplies,Appliances
1866,TEC-AC-5199,"Memorex Keyboard, Bluetooth",Technology,Accessories
1867,OFF-EN-4443,"GlobeWeis Mailers, Recycled",Office Supplies,Envelopes
1868,OFF-AP-4607,Holmes Odor Grabber,Office Supplies,Appliances
1869,TEC-CO-4584,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers
1870,OFF-ST-3745,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage
1871,OFF-BI-4369,GBC Therma-A-Bind 250T Electric Binding System,Office Supplies,Binders
1872,OFF-PA-5870,"SanDisk Memo Slips, Premium",Office Supplies,Paper
1873,TEC-AC-4179,"Enermax Numeric Keypad, Erganomic",Technology,Accessories
1874,OFF-FA-5464,"OIC Clamps, Bulk Pack",Office Supplies,Fasteners
1875,FUR-FU-6225,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",Furniture,Furnishings
1876,FUR-BO-4621,Hon 4-Shelf Metal Bookcases,Furniture,Bookcases
1877,OFF-AR-5553,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art
1878,TEC-AC-5120,Logitech Media Keyboard K200,Technology,Accessories
1879,OFF-ST-5076,Letter Size Cart,Office Supplies,Storage
1880,TEC-MA-5568,"Panasonic Phone, Red",Technology,Machines
1881,OFF-BI-3085,Aluminum Screw Posts,Office Supplies,Binders
1882,OFF-ST-4293,"Fellowes Trays, Blue",Office Supplies,Storage
1883,TEC-PH-2878,Aastra 57i VoIP phone,Technology,Phones
1884,FUR-FU-6269,"Tenex Photo Frame, Duo Pack",Furniture,Furnishings
1885,OFF-SU-6183,"Stiletto Trimmer, Steel",Office Supplies,Supplies
1886,FUR-FU-6278,"Tenex Stacking Tray, Erganomic",Furniture,Furnishings
1887,OFF-AP-2872,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,Office Supplies,Appliances
1888,OFF-AR-3555,"Boston Sketch Pad, Water Color",Office Supplies,Art
1889,OFF-SU-4989,"Kleencut Shears, Easy Grip",Office Supplies,Supplies
1890,OFF-AR-5905,"Sanford Canvas, Water Color",Office Supplies,Art
1891,OFF-EN-3077,Airmail Envelopes,Office Supplies,Envelopes
1892,OFF-PA-5893,"SanDisk Parchment Paper, Recycled",Office Supplies,Paper
1893,OFF-BI-5669,Recycled Premium Regency Composition Covers,Office Supplies,Binders
1894,OFF-PA-6496,Xerox 1941,Office Supplies,Paper
1895,OFF-BI-5046,Large Capacity Hanging Post Binders,Office Supplies,Binders
1896,OFF-AR-5166,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art
1897,OFF-AR-3493,"Binney & Smith Pencil Sharpener, Fluorescent",Office Supplies,Art
1898,OFF-SU-4116,"Elite Box Cutter, Easy Grip",Office Supplies,Supplies
1899,TEC-AC-3381,"Belkin Flash Drive, USB",Technology,Accessories
1900,OFF-ST-4284,"Fellowes Shelving, Single Width",Office Supplies,Storage
1901,FUR-FU-4086,"Eldon Photo Frame, Erganomic",Furniture,Furnishings
1902,FUR-BO-3174,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",Furniture,Bookcases
1903,OFF-AP-3568,"Breville Coffee Grinder, Silver",Office Supplies,Appliances
1904,OFF-BI-6332,UniKeep View Case Binders,Office Supplies,Binders
1905,FUR-FU-4333,G.E. Halogen Desk Lamp Bulbs,Furniture,Furnishings
1906,TEC-PH-5261,"Motorola Office Telephone, VoIP",Technology,Phones
1907,OFF-BI-3186,"Avery 3-Hole Punch, Clear",Office Supplies,Binders
1908,TEC-AC-5111,Logitech G700s Rechargeable Gaming Mouse,Technology,Accessories
1909,OFF-AR-3543,"Boston Pencil Sharpener, Easy-Erase",Office Supplies,Art
1910,OFF-SU-2977,"Acme Letter Opener, Easy Grip",Office Supplies,Supplies
1911,OFF-EN-3676,"Cameo Peel and Seal, with clear poly window",Office Supplies,Envelopes
1912,OFF-PA-6613,"Xerox Message Books, 8.5 x 11",Office Supplies,Paper
1913,OFF-AP-3363,Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,Appliances
1914,FUR-FU-3067,"Advantus Stacking Tray, Erganomic",Furniture,Furnishings
1915,OFF-PA-4881,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Office Supplies,Paper
1916,OFF-BI-6387,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders
1917,OFF-AP-4239,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,Appliances
1918,FUR-CH-5758,"SAFCO Chairmat, Red",Furniture,Chairs
1919,OFF-ST-4095,"Eldon Shelving, Industrial",Office Supplies,Storage
1920,OFF-PA-6584,Xerox 220,Office Supplies,Paper
1921,OFF-PA-5886,"SanDisk Note Cards, Premium",Office Supplies,Paper
1922,FUR-FU-3910,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Furnishings
1923,FUR-BO-5964,"Sauder Forest Hills Library, Woodland Oak Finish",Furniture,Bookcases
1924,FUR-FU-3157,Artistic Insta-Plaque,Furniture,Furnishings
1925,TEC-AC-5206,"Memorex Memory Card, USB",Technology,Accessories
1926,OFF-PA-6455,Xerox 1903,Office Supplies,Paper
1927,OFF-AR-3457,"BIC Markers, Easy-Erase",Office Supplies,Art
1928,OFF-ST-4089,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,Storage
1929,FUR-FU-5982,"Seth Thomas 12"" Clock w/ Goldtone Case",Furniture,Furnishings
1930,OFF-AP-3504,Bionaire Personal Warm Mist Humidifier/Vaporizer,Office Supplies,Appliances
1931,OFF-AR-3526,"Boston Canvas, Easy-Erase",Office Supplies,Art
1932,OFF-BI-6368,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Office Supplies,Binders
1933,OFF-PA-5190,"Memo Book, 100 Message Capacity, 5 3/8 x 11",Office Supplies,Paper
1934,OFF-ST-6059,"Smead Shelving, Single Width",Office Supplies,Storage
1935,OFF-BI-3303,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Office Supplies,Binders
1936,FUR-CH-5372,"Novimex Chairmat, Red",Furniture,Chairs
1937,FUR-FU-4226,"Executive Impressions 12"" Wall Clock",Furniture,Furnishings
1938,OFF-AR-6124,"Stanley Pens, Water Color",Office Supplies,Art
1939,OFF-ST-4068,Eldon Gobal File Keepers,Office Supplies,Storage
1940,OFF-SU-4131,"Elite Shears, Easy Grip",Office Supplies,Supplies
1941,OFF-SU-4322,"Fiskars Shears, Steel",Office Supplies,Supplies
1942,OFF-PA-5849,"SanDisk Cards & Envelopes, Premium",Office Supplies,Paper
1943,OFF-BI-5665,Recycled Easel Ring Binders,Office Supplies,Binders
1944,OFF-AR-3553,"Boston Sketch Pad, Easy-Erase",Office Supplies,Art
1945,OFF-AR-5305,Newell 327,Office Supplies,Art
1946,FUR-FU-5723,"Rubbermaid Door Stop, Black",Furniture,Furnishings
1947,OFF-PA-6459,Xerox 1908,Office Supplies,Paper
1948,TEC-AC-5656,Razer Kraken PRO Over Ear PC and Music Headset,Technology,Accessories
1949,OFF-BI-4804,"Ibico 3-Hole Punch, Durable",Office Supplies,Binders
1950,OFF-ST-3964,Desktop 3-Pocket Hot File,Office Supplies,Storage
1951,OFF-AR-3554,"Boston Sketch Pad, Fluorescent",Office Supplies,Art
1952,OFF-AP-4929,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances
1953,OFF-PA-4170,"Enermax Message Books, Recycled",Office Supplies,Paper
1954,OFF-AR-2874,4009 Highlighters by Sanford,Office Supplies,Art
1955,OFF-PA-6477,Xerox 1924,Office Supplies,Paper
1956,OFF-SU-3002,"Acme Trimmer, High Speed",Office Supplies,Supplies
1957,OFF-AR-5918,"Sanford Markers, Easy-Erase",Office Supplies,Art
1958,OFF-PA-5884,"SanDisk Note Cards, 8.5 x 11",Office Supplies,Paper
1959,FUR-CH-5415,Novimex Turbo Task Chair,Furniture,Chairs
1960,OFF-EN-4910,"Jiffy Interoffice Envelope, Recycled",Office Supplies,Envelopes
1961,FUR-FU-3065,"Advantus Stacking Tray, Black",Furniture,Furnishings
1962,OFF-AR-6118,"Stanley Pencil Sharpener, Easy-Erase",Office Supplies,Art
1963,OFF-AR-3515,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Art
1964,TEC-AC-5212,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,Technology,Accessories
1965,OFF-BI-4805,"Ibico 3-Hole Punch, Economy",Office Supplies,Binders
1966,FUR-CH-4395,Global Chrome Stack Chair,Furniture,Chairs
1967,OFF-SU-4303,"Fiskars Box Cutter, Easy Grip",Office Supplies,Supplies
1968,OFF-AR-3451,"BIC Highlighters, Blue",Office Supplies,Art
1969,OFF-BI-3730,Cardinal Hold-It CD Pocket,Office Supplies,Binders
1970,OFF-BI-6406,Wilson Jones International Size A4 Ring Binders,Office Supplies,Binders
1971,OFF-BI-6372,"Wilson Jones 3-Hole Punch, Recycled",Office Supplies,Binders
1972,OFF-PA-4467,"Green Bar Computer Printout Paper, Multicolor",Office Supplies,Paper
1973,OFF-BI-6210,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,Binders
1974,OFF-PA-6465,Xerox 1913,Office Supplies,Paper
1975,TEC-AC-4877,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Technology,Accessories
1976,OFF-PA-6540,Xerox 1982,Office Supplies,Paper
1977,TEC-PH-4381,GE 30522EE2,Technology,Phones
1978,TEC-MA-6154,"StarTech Receipt Printer, Wireless",Technology,Machines
1979,FUR-CH-5753,"SAFCO Bag Chairs, Set of Two",Furniture,Chairs
1980,OFF-AR-5923,"Sanford Pencil Sharpener, Water Color",Office Supplies,Art
1981,OFF-BI-4370,GBC Twin Loop Wire Binding Elements,Office Supplies,Binders
1982,TEC-AC-3379,"Belkin Flash Drive, Erganomic",Technology,Accessories
1983,TEC-AC-5200,"Memorex Keyboard, Erganomic",Technology,Accessories
1984,OFF-ST-6265,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",Office Supplies,Storage
1985,OFF-AR-4795,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,Art
1986,OFF-SU-4327,"Fiskars Trimmer, Serrated",Office Supplies,Supplies
1987,TEC-PH-5282,netTALK DUO VoIP Telephone Service,Technology,Phones
1988,OFF-BI-2901,"Acco Binding Machine, Economy",Office Supplies,Binders
1989,FUR-BO-5956,Sauder Cornerstone Collection Library,Furniture,Bookcases
1990,OFF-BI-3741,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders
1991,OFF-AR-5930,"Sanford Sketch Pad, Blue",Office Supplies,Art
1992,OFF-AP-3505,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,Office Supplies,Appliances
1993,TEC-MA-5570,"Panasonic Phone, Wireless",Technology,Machines
1994,TEC-MA-5493,"Okidata Calculator, Durable",Technology,Machines
1995,TEC-MA-4209,"Epson Receipt Printer, Durable",Technology,Machines
1996,FUR-BO-5526,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases
1997,OFF-LA-3980,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,Labels
1998,FUR-FU-6271,"Tenex Photo Frame, Erganomic",Furniture,Furnishings
1999,TEC-CO-4784,"HP Personal Copier, Color",Technology,Copiers
2000,OFF-SU-4118,"Elite Box Cutter, Serrated",Office Supplies,Supplies
2001,FUR-CH-5381,Novimex Fabric Task Chair,Furniture,Chairs
2002,OFF-PA-6478,Xerox 1925,Office Supplies,Paper
2003,OFF-PA-3990,"Eaton Computer Printout Paper, 8.5 x 11",Office Supplies,Paper
2004,OFF-PA-6500,Xerox 1945,Office Supplies,Paper
2005,OFF-EN-4430,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes
2006,OFF-BI-3726,"Cardinal Binding Machine, Economy",Office Supplies,Binders
2007,OFF-SU-4309,"Fiskars Letter Opener, High Speed",Office Supplies,Supplies
2008,FUR-FU-5736,"Rubbermaid Photo Frame, Duo Pack",Furniture,Furnishings
2009,OFF-AR-3529,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,Art
2010,FUR-FU-3912,DAX Clear Channel Poster Frame,Furniture,Furnishings
2011,TEC-AC-4172,"Enermax Mouse, Erganomic",Technology,Accessories
2012,OFF-SU-4315,"Fiskars Scissors, Easy Grip",Office Supplies,Supplies
2013,OFF-BI-3279,Avery Heavy-Duty EZD  Binder With Locking Rings,Office Supplies,Binders
2014,OFF-SU-4978,"Kleencut Letter Opener, Easy Grip",Office Supplies,Supplies
2015,TEC-MA-6134,"StarTech Calculator, White",Technology,Machines
2016,TEC-AC-5133,"Logitech Numeric Keypad, USB",Technology,Accessories
2017,OFF-PA-6586,Xerox 222,Office Supplies,Paper
2018,TEC-AC-4151,"Enermax Flash Drive, Bluetooth",Technology,Accessories
2019,TEC-PH-3163,AT&T 17929 Lendline Telephone,Technology,Phones
2020,OFF-AR-6107,"Stanley Canvas, Fluorescent",Office Supplies,Art
2021,FUR-CH-4427,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs
2022,OFF-PA-5885,"SanDisk Note Cards, Multicolor",Office Supplies,Paper
2023,OFF-FA-5717,Rubber Band Ball,Office Supplies,Fasteners
2024,OFF-AP-4952,"KitchenAid Coffee Grinder, Black",Office Supplies,Appliances
2025,FUR-CH-5371,"Novimex Chairmat, Black",Furniture,Chairs
2026,FUR-FU-3050,"Advantus Photo Frame, Erganomic",Furniture,Furnishings
2027,OFF-PA-6428,Xerox 188,Office Supplies,Paper
2028,OFF-ST-3015,Adjustable Depth Letter/Legal Cart,Office Supplies,Storage
2029,TEC-AC-5105,Logitech G19 Programmable Gaming Keyboard,Technology,Accessories
2030,FUR-BO-5742,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture,Bookcases
2031,TEC-PH-5602,Plantronics Calisto P620-M USB Wireless Speakerphone System,Technology,Phones
2032,TEC-AC-5211,Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,Technology,Accessories
2033,OFF-LA-4662,"Hon Legal Exhibit Labels, 5000 Label Set",Office Supplies,Labels
2034,OFF-PA-6437,Xerox 1888,Office Supplies,Paper
2035,FUR-BO-5521,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Furniture,Bookcases
2036,FUR-FU-3027,"Advantus Door Stop, Black",Furniture,Furnishings
2037,OFF-EN-3667,"Cameo Mailers, Set of 50",Office Supplies,Envelopes
2038,TEC-MA-5495,"Okidata Calculator, White",Technology,Machines
2039,OFF-AP-2888,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,Appliances
2040,FUR-FU-4758,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,Furnishings
2041,OFF-EN-6327,Tyvek Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Envelopes
2042,TEC-PH-4972,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,Phones
2043,TEC-AC-5210,Memorex Micro Travel Drive 8 GB,Technology,Accessories
2044,OFF-FA-5478,"OIC Rubber Bands, Metal",Office Supplies,Fasteners
2045,OFF-PA-4514,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper
2046,OFF-PA-6605,"Xerox Computer Printout Paper, 8.5 x 11",Office Supplies,Paper
2047,OFF-PA-6588,Xerox 224,Office Supplies,Paper
2048,OFF-AR-3545,"Boston Pencil Sharpener, Water Color",Office Supplies,Art
2049,OFF-AR-3492,"Binney & Smith Pencil Sharpener, Easy-Erase",Office Supplies,Art
